mouse_lhb_region,mouse_gene,avg_log_expr,pct_expr,logFC_vs_other_lhb_regions
Oval/Medial,Grip1,1.0143157,0.3839047,0.3062538
Oval/Medial,Tox,0.35963583,0.14113973,0.30498955
Oval/Medial,Pcdh7,0.6418708,0.24817266,0.30325022
Oval/Medial,Plcb1,0.65927255,0.25567454,0.30317476
Oval/Medial,Camk2a,0.4174174,0.18423204,0.3019016
Oval/Medial,Rasal2,0.79694337,0.3231044,0.3017387
Oval/Medial,Zfpm2,0.34212422,0.12840395,0.30016226
Oval/Medial,Gm20754,0.5080251,0.19670613,0.2969767
Oval/Medial,R3hdm1,0.7079131,0.29981363,0.2969132
Oval/Medial,Kcnt2,0.3798358,0.15544568,0.29514942
Oval/Medial,Ank3,1.6374135,0.57596225,0.2942338
Oval/Medial,Hivep2,0.7816814,0.32127255,0.29328343
Oval/Medial,Fam19a2,0.71013093,0.26317644,0.29241678
Oval/Medial,Gabrb2,0.45792207,0.19435088,0.29189715
Oval/Medial,Ptprg,0.48248357,0.2074356,0.29164365
Oval/Medial,Syn2,0.5500235,0.23421563,0.29062086
Oval/Medial,Rims1,1.4855363,0.50977623,0.29022336
Oval/Medial,Atrnl1,0.5992756,0.24730034,0.28897643
Oval/Medial,Plekha5,0.58785945,0.25488946,0.288349
Oval/Medial,Cnksr2,0.49236763,0.1994103,0.28664726
Oval/Medial,Mycbp2,1.2057354,0.46817023,0.28188652
Oval/Medial,Prkg1,1.1760969,0.4033573,0.279904
Oval/Medial,Syt7,0.52569026,0.23151146,0.27503064
Oval/Medial,Robo2,0.5668992,0.2235734,0.274008
Oval/Medial,Erc2,1.491644,0.52599573,0.27308786
Oval/Medial,Grik1,0.4732383,0.18920423,0.27302814
Oval/Medial,Cdc42bpa,0.76793104,0.32842553,0.2727428
Oval/Medial,Kcnab1,0.30464616,0.12988688,0.27250853
Oval/Medial,Kcnb2,0.85462713,0.32842553,0.26741898
Oval/Medial,Prickle1,0.5342055,0.22653927,0.26711023
Oval/Medial,Adgrl3,1.2204002,0.44008172,0.26709157
Oval/Medial,Nr3c2,0.53174365,0.21685658,0.26484555
Oval/Medial,Hdac9,1.0729399,0.3858238,0.26258606
Oval/Medial,Pde7b,0.31108814,0.13102089,0.26132864
Oval/Medial,Mast4,1.0888344,0.39829788,0.26045758
Oval/Medial,Cdh18,0.90983075,0.31734714,0.26044834
Oval/Medial,Khdrbs2,0.6612374,0.26509553,0.2604379
Oval/Medial,Kcnq1ot1,1.0178683,0.3858238,0.25936824
Oval/Medial,Tjp1,0.49744833,0.21973522,0.25917882
Oval/Medial,Ldb2,0.32771865,0.13730155,0.25914717
Oval/Medial,Prickle2,0.65707856,0.26928264,0.25909865
Oval/Medial,Pex5l,0.7002834,0.28044826,0.25847188
Oval/Medial,Ptprm,0.3942829,0.1666113,0.25780994
Oval/Medial,Osbpl6,0.45506844,0.20699944,0.25746173
Oval/Medial,Ldlrad4,0.3361833,0.15099688,0.2548924
Oval/Medial,Cacna1b,0.39236444,0.17960878,0.2542339
Oval/Medial,Rfx3,0.49470183,0.20202725,0.2526511
Oval/Medial,Gabra2,0.69676733,0.28542045,0.2485939
Oval/Medial,Otud7a,0.6214357,0.26064673,0.24720225
Oval/Medial,Pclo,1.1101424,0.4311841,0.24481905
Oval/Medial,Rnf112,0.35533863,0.15945832,0.24293038
Oval/Medial,Csmd2,0.37420312,0.16730915,0.24280591
Oval/Medial,C230004F18Rik,1.3631607,0.517886,0.24102223
Oval/Medial,AC149090.1,0.56891435,0.24433447,0.24093303
Oval/Medial,Macf1,1.0933367,0.43580738,0.23837978
Oval/Medial,Cacnb4,0.557867,0.2388389,0.23803589
Oval/Medial,Slit3,0.44774893,0.17768969,0.23775235
Oval/Medial,Dock3,0.91071445,0.36942428,0.23762268
Oval/Medial,Nxph1,0.6722467,0.24843435,0.2374259
Oval/Medial,Luc7l2,1.056708,0.43441167,0.23562145
Oval/Medial,Pde4b,0.7657483,0.2971967,0.23555732
Oval/Medial,Trank1,0.4060506,0.1874596,0.23549363
Oval/Medial,Opcml,1.6797768,0.5521562,0.23325157
Oval/Medial,Sobp,0.53040475,0.2310753,0.23314622
Oval/Medial,Grm8,0.31854418,0.12674655,0.23266819
Oval/Medial,Zeb2,0.370485,0.14785655,0.22541533
Oval/Medial,Srrm4,0.38872543,0.1741132,0.2253083
Oval/Medial,Synpo2,0.2563176,0.09944312,0.2249766
Oval/Medial,Nav1,0.39430955,0.18388312,0.2247231
Oval/Medial,Tmem108,0.44720256,0.19059993,0.22455984
Oval/Medial,Pitpnc1,0.37321937,0.16556452,0.22367795
Oval/Medial,Jakmip1,0.43178892,0.19469981,0.22301963
Oval/Medial,Nebl,0.4634776,0.20071878,0.22157274
Oval/Medial,Gabrb3,0.96020687,0.37710065,0.22119504
Oval/Medial,Edil3,0.71136993,0.28009933,0.22082007
Oval/Medial,Mbp,2.7892,0.8354742,0.22062516
Oval/Medial,Fam19a1,0.63492495,0.23473902,0.2201905
Oval/Medial,Strbp,1.035977,0.4206291,0.21949655
Oval/Medial,Il1rap,0.33729622,0.14445452,0.21871316
Oval/Medial,Trim9,0.44515032,0.20115493,0.21633914
Oval/Medial,Prr16,0.34553888,0.14288436,0.2139567
Oval/Medial,Lncpint,0.6516195,0.27128896,0.21336526
Oval/Medial,Msra,0.26780838,0.12055312,0.21174346
Oval/Medial,Sdk1,0.32438838,0.13747601,0.21084282
Oval/Medial,Mapk10,0.969591,0.38163668,0.20976138
Oval/Medial,Sgip1,0.8651211,0.3517163,0.20881313
Oval/Medial,Ahcyl2,0.617095,0.2577681,0.20852333
Oval/Medial,Aff3,0.4503345,0.19714229,0.20661956
Oval/Medial,Elmo1,0.41323754,0.17952155,0.20605561
Oval/Medial,Zcchc7,0.7274165,0.31063032,0.20515376
Oval/Medial,Pnisr,0.7736308,0.3330488,0.20492196
Oval/Medial,Pdzrn4,0.26332045,0.11226614,0.20464271
Oval/Medial,Mir124a-1hg,0.36194316,0.16818146,0.20339432
Oval/Medial,Stxbp5l,0.92436427,0.3655861,0.19920003
Oval/Medial,Klf12,0.6917428,0.28149503,0.19901118
Oval/Medial,Apbb2,0.4210221,0.18894254,0.1982235
Oval/Medial,Rbfox3,0.49020004,0.21807782,0.19806781
Oval/Medial,A830018L16Rik,0.29004055,0.12735717,0.19803935
Oval/Medial,Trio,0.55121785,0.24180476,0.19777909
Oval/Medial,Dip2c,0.7589836,0.31228772,0.19752395
Oval/Medial,Efna5,0.38255247,0.16294758,0.196925
Oval/Medial,Thrb,0.3117733,0.13922064,0.19652152
Oval/Medial,Nbea,1.2961414,0.4764572,0.19583654
Oval/Medial,Srrm2,1.1445377,0.45970878,0.19523627
Oval/Medial,Kcnh7,1.0012618,0.3675052,0.19484955
Oval/Medial,Rorb,0.2857868,0.11610432,0.19443974
Oval/Medial,Nin,0.28963855,0.13267829,0.19397482
Oval/Medial,Stag1,0.67725855,0.29205003,0.19391423
Oval/Medial,Rgs7bp,0.4732425,0.20420803,0.19378829
Oval/Medial,Ptpn4,0.47706243,0.20333572,0.19369087
Oval/Medial,Npas3,0.39695865,0.16922824,0.19300075
Oval/Medial,Samd5,0.3373743,0.14759485,0.19262175
Oval/Medial,Sema6d,0.801329,0.31490466,0.19208282
Oval/Medial,Fam189a1,0.3351539,0.15012456,0.19197917
Oval/Medial,Ttc14,0.6501667,0.28707784,0.1914624
Oval/Medial,A230057D06Rik,1.1080072,0.42385668,0.19140989
Oval/Medial,4930402H24Rik,0.72670215,0.30792615,0.19109982
Oval/Medial,Akt3,0.76646644,0.3158642,0.19038516
Oval/Medial,Fstl4,0.2087572,0.09124337,0.1895313
Oval/Medial,Nell2,0.5479853,0.22488187,0.18921447
Oval/Medial,Pcdh9,2.382247,0.692638,0.18881321
Oval/Medial,Trps1,0.4311133,0.18362142,0.18861079
Oval/Medial,Rapgef4,0.5560555,0.24424724,0.18758005
Oval/Medial,Dock4,0.59228337,0.25078958,0.18672308
Oval/Medial,Herc1,0.76220083,0.32441288,0.1864028
Oval/Medial,Tnik,0.8104533,0.3311297,0.18625903
Oval/Medial,Pkp4,0.4490755,0.20010816,0.18562233
Oval/Medial,Gpc5,0.32024115,0.12255944,0.18552278
Oval/Medial,Epb41l4b,0.27837852,0.13259105,0.1850713
Oval/Medial,Kcnq5,0.6023901,0.22086923,0.18497682
Oval/Medial,Cdh11,0.36762336,0.16347097,0.18423116
Oval/Medial,Cdh12,0.5787222,0.22906898,0.18379062
Oval/Medial,Vsnl1,0.33276287,0.15213089,0.18092927
Oval/Medial,D430041D05Rik,0.3465802,0.15719031,0.18089862
Oval/Medial,Plekhg1,0.21107505,0.08487548,0.18021129
Oval/Medial,Adarb1,0.35935393,0.16268589,0.18016171
Oval/Medial,Gabra4,0.30009848,0.13198043,0.1801571
Oval/Medial,A230006K03Rik,0.8678212,0.33243817,0.17988044
Oval/Medial,Cacna1d,0.530969,0.23473902,0.17876709
Oval/Medial,Nlgn1,2.510414,0.72900105,0.17862678
Oval/Medial,Lrch1,0.31389233,0.14471622,0.17820035
Oval/Medial,Cpne7,0.21089031,0.096390024,0.17808859
Oval/Medial,Mtus2,0.37453696,0.17193241,0.17786233
Oval/Medial,Cntn3,0.414508,0.17664291,0.17627773
Oval/Medial,5730522E02Rik,0.2912748,0.12596147,0.17320715
Oval/Medial,Sgcd,0.4369562,0.17376427,0.17309436
Oval/Medial,Prkag2,0.29020983,0.13721432,0.17287159
Oval/Medial,Ube3a,1.0490564,0.40710825,0.17211032
Oval/Medial,Nkain3,0.40332353,0.16809423,0.17203034
Oval/Medial,Ptprt,0.33160192,0.13302721,0.17176792
Oval/Medial,Maml2,0.22843356,0.092115685,0.17162964
Oval/Medial,Nktr,0.6705758,0.29492867,0.17096403
Oval/Medial,Hcn1,0.3290991,0.13337614,0.17059436
Oval/Medial,Ptpn3,0.21481986,0.10040267,0.17055145
Oval/Medial,B3galt1,1.0061355,0.37875804,0.1702115
Oval/Medial,Clvs1,0.30997294,0.14428006,0.16981967
Oval/Medial,Macrod2,1.8576007,0.61345893,0.16978502
Oval/Medial,Dst,0.99284184,0.40545085,0.16922218
Oval/Medial,Wwox,0.61957276,0.25148743,0.16919836
Oval/Medial,Tanc1,0.21281151,0.0974368,0.16882585
Oval/Medial,Rasgrf1,0.7036176,0.29798177,0.16882563
Oval/Medial,Apba2,0.35470396,0.16600068,0.16790709
Oval/Medial,Mkl2,0.31156406,0.14864163,0.16749589
Oval/Medial,Phactr1,0.60839444,0.23988567,0.1672248
Oval/Medial,Sbf2,0.5272815,0.23369224,0.1669929
Oval/Medial,Fbxl17,0.6860421,0.2858566,0.16568118
Oval/Medial,Exoc6b,0.55847365,0.2449451,0.16554934
Oval/Medial,Ptk2,0.3994881,0.18484266,0.1651567
Oval/Medial,Amph,0.55222285,0.24154307,0.16507852
Oval/Medial,Ak5,0.18482839,0.082433,0.16465402
Oval/Medial,Fryl,0.31572834,0.14672254,0.1644896
Oval/Medial,Mical3,0.39790884,0.1858022,0.16384171
Oval/Medial,Cers6,0.22281274,0.10554932,0.16377185
Oval/Medial,Sorbs1,0.4900817,0.21964799,0.16305795
Oval/Medial,Nos1ap,0.20638429,0.10092606,0.16272584
Oval/Medial,9530026P05Rik,0.20266065,0.084003165,0.16226767
Oval/Medial,Slc4a10,0.64429265,0.27599946,0.16193241
Oval/Medial,Fus,0.6890679,0.30208164,0.16150475
Oval/Medial,Tmeff2,1.0037498,0.38268346,0.16123134
Oval/Medial,Fam168a,0.44797465,0.20516758,0.16101971
Oval/Medial,Galnt18,0.24833232,0.11113213,0.16081464
Oval/Medial,Zeb1,0.4703053,0.20961638,0.16080832
Oval/Medial,Unc13c,0.25703517,0.11313845,0.16027701
Oval/Medial,Btbd9,0.5221792,0.22409679,0.15957701
Oval/Medial,Pip5k1b,0.26558012,0.120814815,0.15891737
Oval/Medial,Nsf,0.63772357,0.27547607,0.15871578
Oval/Medial,Arhgap26,0.6514376,0.27242297,0.15816829
Oval/Medial,Rasgrf2,0.24816364,0.11435969,0.15750808
Oval/Medial,Nfia,0.32577273,0.14044188,0.15724477
Oval/Medial,Gm47283,0.483169,0.21249501,0.15722573
Oval/Medial,Snrnp70,0.8277715,0.34875044,0.15664566
Oval/Medial,Dgkg,0.17660744,0.0840904,0.15605949
Oval/Medial,Hnrnpu,0.7034472,0.30897292,0.15576589
Oval/Medial,Ylpm1,0.39958948,0.18702345,0.15566176
Oval/Medial,Gnaq,0.48360816,0.21642043,0.155651
Oval/Medial,Epha4,0.31505802,0.13669093,0.15551463
Oval/Medial,Epha5,0.9992285,0.3811133,0.15546882
Oval/Medial,9530059O14Rik,0.2229808,0.10598548,0.15526363
Oval/Medial,Tia1,0.53488576,0.23875166,0.1548889
Oval/Medial,Tshz2,0.25366214,0.10886411,0.15459748
Oval/Medial,Ccdc88a,0.735344,0.31568974,0.15451646
Oval/Medial,Me3,0.25948787,0.11907019,0.15414031
Oval/Medial,B230334C09Rik,0.2738042,0.12927626,0.15378293
Oval/Medial,Hs3st4,0.26570648,0.105200395,0.15326996
Oval/Medial,Syndig1,0.17639151,0.0838287,0.15297498
Oval/Medial,Rere,0.80036044,0.3353168,0.15287918
Oval/Medial,Plxdc2,0.32766587,0.14724593,0.15261462
Oval/Medial,Cap2,0.2402721,0.11610432,0.15239972
Oval/Medial,Klhl32,0.23540755,0.113312915,0.15233612
Oval/Medial,Upp2,0.63432133,0.26928264,0.15191817
Oval/Medial,Setbp1,0.4943289,0.21554811,0.15168291
Oval/Medial,Rbm25,0.63095075,0.2811461,0.15164405
Oval/Medial,Camk2b,0.44292045,0.20159109,0.15127626
Oval/Medial,Rbm6,0.5082497,0.23116253,0.15083736
Oval/Medial,Tmcc3,0.41362056,0.1802194,0.14994097
Oval/Medial,Camta1,0.8522301,0.34857598,0.14950502
Oval/Medial,Epha7,0.5958319,0.23674534,0.14916158
Oval/Medial,Trpc5,0.2145884,0.09351139,0.14898786
Oval/Medial,Il1rapl2,0.49846077,0.17315365,0.14890999
Oval/Medial,Sik3,0.5687728,0.24965559,0.14839128
Oval/Medial,Jmjd1c,0.52506953,0.23482625,0.14812136
Oval/Medial,Phf20l1,0.4556365,0.20909299,0.14806971
Oval/Medial,Mbd5,0.7525899,0.31316003,0.14766103
Oval/Medial,Faf1,0.473326,0.21293117,0.14764604
Oval/Medial,Sfpq,0.5567142,0.2514002,0.14762995
Oval/Medial,Dennd1a,0.6658139,0.28385028,0.14757872
Oval/Medial,Hivep3,0.4377493,0.19670613,0.1472193
Oval/Medial,Pde4dip,0.5175605,0.23142423,0.14695477
Oval/Medial,Fut8,0.38719115,0.1738515,0.1467429
Oval/Medial,Mef2c,0.3085444,0.136342,0.14577147
Oval/Medial,Arhgap24,0.31886166,0.13904618,0.14565244
Oval/Medial,Apc,0.70104367,0.30260503,0.14530128
Oval/Medial,Exoc4,0.6635146,0.27852917,0.14514059
Oval/Medial,Diaph2,0.4353331,0.18615113,0.14470729
Oval/Medial,Acap2,0.2738575,0.13084643,0.14459898
Oval/Medial,Khdrbs3,0.32227948,0.14646085,0.14432405
Oval/Medial,Epha3,0.32231122,0.1410525,0.14431639
Oval/Medial,Nmnat2,0.39855972,0.17925985,0.14391604
Oval/Medial,Necab1,0.2634104,0.11540647,0.143734
Oval/Medial,Shank2,0.31386742,0.14637361,0.14269282
Oval/Medial,Mkx,0.17614037,0.08531164,0.14242226
Oval/Medial,Lhfp,0.22291917,0.09752403,0.142306
Oval/Medial,Fras1,0.17973275,0.0810373,0.142243
Oval/Medial,Camk1d,1.7511727,0.6224407,0.14206982
Oval/Medial,Tspoap1,0.3553579,0.16155188,0.14202006
Oval/Medial,Sgcz,1.160599,0.3861727,0.14178765
Oval/Medial,Specc1,0.3669269,0.16757084,0.14162698
Oval/Medial,Zfp423,0.18661772,0.08914982,0.14145352
Oval/Medial,Cdkl5,0.27247882,0.12482746,0.14135054
Oval/Medial,Ano3,0.3220704,0.14018019,0.14131111
Oval/Medial,Celf4,1.0643129,0.40989965,0.14087993
Oval/Medial,Gria2,1.4384276,0.53192544,0.14085174
Oval/Medial,Fhod3,0.32411942,0.14445452,0.14084056
Oval/Medial,Luc7l3,0.67118084,0.296935,0.1401121
Oval/Medial,Phactr3,0.3136169,0.14768209,0.1400012
Oval/Medial,Limch1,0.35644752,0.16286035,0.13992928
Oval/Medial,Astn2,0.577565,0.2338667,0.13977683
Oval/Medial,Unc79,0.5043515,0.2235734,0.13962233
Oval/Medial,2010300C02Rik,0.1608108,0.07056953,0.13836168
Oval/Medial,Adamts17,0.18751958,0.09010936,0.1372622
Oval/Medial,Rock2,0.45407954,0.2074356,0.13723528
Oval/Medial,Dock9,0.27472338,0.13241659,0.1371672
Oval/Medial,Sox5,0.3788569,0.15780093,0.13565429
Oval/Medial,Stox2,0.5768947,0.2463408,0.13517755
Oval/Medial,Celf1,0.47135445,0.21694382,0.1351144
Oval/Medial,Matk,0.31949794,0.14672254,0.13470475
Oval/Medial,Tln2,0.29507396,0.14087804,0.13388556
Oval/Medial,Dclk1,0.8989742,0.36497548,0.13383758
Oval/Medial,Park2,0.9370723,0.3716923,0.13365304
Oval/Medial,St6galnac3,0.3174723,0.14166312,0.13364077
Oval/Medial,Fnbp1,0.39358604,0.1832725,0.13340488
Oval/Medial,Lmo7,0.17942321,0.085224405,0.1333358
Oval/Medial,Samd12,0.7612431,0.3069666,0.13307154
Oval/Medial,Camk4,0.18255943,0.08496271,0.13268901
Oval/Medial,Srgap2,0.3311895,0.15413721,0.13238673
Oval/Medial,Pcsk5,0.16657744,0.07501833,0.13158111
Oval/Medial,Rapgef5,0.17514308,0.080252215,0.1312497
Oval/Medial,Nr3c1,0.2164762,0.102670684,0.1308429
Oval/Medial,Nell1,0.52476,0.19879968,0.13081127
Oval/Medial,Sptan1,0.50225234,0.22793497,0.1304991
Oval/Medial,Erc1,0.34549952,0.16120295,0.13032523
Oval/Medial,Sptbn4,0.38919905,0.18056832,0.12950799
Oval/Medial,Ralgapa1,0.6747644,0.29300958,0.12906581
Oval/Medial,Tcf20,0.37221268,0.17297919,0.12894712
Oval/Medial,Tanc2,0.96085316,0.38259622,0.12845725
Oval/Medial,Slc24a3,0.70917416,0.27739516,0.12786788
Oval/Medial,Rapgef2,0.36709216,0.16853039,0.12772536
Oval/Medial,Srgap3,0.41902804,0.18894254,0.12763977
Oval/Medial,Sorcs1,0.25368008,0.10868965,0.12726791
Oval/Medial,Rev3l,0.44546995,0.20194001,0.12718838
Oval/Medial,Gm28928,0.1781456,0.060537923,0.12694235
Oval/Medial,Slc35f3,0.20017041,0.09499432,0.12611502
Oval/Medial,4930447C04Rik,0.18661176,0.091417834,0.12585083
Oval/Medial,Ccdc85a,0.69612783,0.29231173,0.12584567
Oval/Medial,Foxp1,0.3108691,0.14262266,0.12567155
Oval/Medial,Bach2,0.26855087,0.1260487,0.12563388
Oval/Medial,Adcy1,0.19818287,0.09368585,0.1255318
Oval/Medial,Plcb4,0.48964033,0.21048869,0.12544304
Oval/Medial,Csrnp3,0.46831155,0.20900576,0.12509272
Oval/Medial,Brinp1,0.6043268,0.2444217,0.124975115
Oval/Medial,Ehbp1,0.5833937,0.25375545,0.12486726
Oval/Medial,Vps13a,0.3689133,0.1696644,0.12469171
Oval/Medial,Plp1,1.4183987,0.5128283,0.12467992
Oval/Medial,Foxn3,0.39231887,0.17768969,0.12453848
Oval/Medial,Gm13629,0.21447465,0.102757916,0.124145456
Oval/Medial,Ptk2b,0.13546433,0.06149747,0.12391658
Oval/Medial,Dcaf6,0.343913,0.16137742,0.123107225
Oval/Medial,Enah,0.61144346,0.26875925,0.1224179
Oval/Medial,Jazf1,0.35093763,0.15928386,0.12187827
Oval/Medial,Brinp2,0.26543653,0.124653,0.12180342
Oval/Medial,Phlpp1,0.39658192,0.17899816,0.12167451
Oval/Medial,Tenm3,0.8534108,0.32118532,0.12147683
Oval/Medial,Dync1i2,0.458792,0.2116227,0.12136066
Oval/Medial,Rnf150,0.32997626,0.15056072,0.1209998
Oval/Medial,Nek1,0.34527552,0.16416882,0.120976746
Oval/Medial,Srsf11,0.44491303,0.20612712,0.12077692
Oval/Medial,Gucy1a2,0.43770137,0.19644444,0.12065023
Oval/Medial,Sptbn1,0.8375608,0.35511833,0.120357156
Oval/Medial,Dapk1,0.34833586,0.1602434,0.12031105
Oval/Medial,Flnb,0.23155236,0.11488308,0.12008643
Oval/Medial,Cntnap5c,0.28006917,0.12194882,0.11985794
Oval/Medial,Chka,0.26538563,0.13032304,0.11940682
Oval/Medial,Rreb1,0.1574328,0.07536726,0.11889048
Oval/Medial,Qk,0.6696044,0.27922702,0.11820537
Oval/Medial,Vwa8,0.31473765,0.14733316,0.11809032
Oval/Medial,Rsrp1,0.7462932,0.3197024,0.11801118
Oval/Medial,Agbl4,1.2068379,0.43720308,0.11795688
Oval/Medial,Fnbp1l,0.27669612,0.13084643,0.117907435
Oval/Medial,Ogt,0.57172215,0.25541285,0.11769211
Oval/Medial,Arhgap39,0.26202884,0.122646675,0.117384434
Oval/Medial,Nfib,0.34763667,0.1413142,0.11700933
Oval/Medial,C2cd5,0.391321,0.18414481,0.11674237
Oval/Medial,Ptprk,0.18031348,0.07685019,0.11509
Oval/Medial,Lef1,0.17635295,0.07510556,0.11491053
Oval/Medial,Dnajc1,0.3113995,0.14471622,0.11479397
Oval/Medial,Adgrb1,0.32383633,0.14977564,0.11469601
Oval/Medial,Fth1,4.0299816,0.9609573,0.11427379
Oval/Medial,Arhgap21,0.3338187,0.15623076,0.113790125
Oval/Medial,Myrip,0.2234338,0.107119486,0.113308065
Oval/Medial,Ppm1e,0.5097493,0.22444572,0.11323279
Oval/Medial,Mobp,1.0576168,0.40789333,0.11297256
Oval/Medial,Ptprj,0.44542626,0.19400196,0.11273441
Oval/Medial,Strn3,0.5519496,0.24825989,0.11254567
Oval/Medial,Atp11c,0.16797662,0.08199684,0.11252392
Oval/Medial,Fmn2,0.4489531,0.20185278,0.11223188
Oval/Medial,Ftx,0.39678606,0.1858022,0.11222321
Oval/Medial,Clasp2,0.7086687,0.30635598,0.11207926
Oval/Medial,Alk,0.14034547,0.06367825,0.11194661
Oval/Medial,Ubn2,0.6530603,0.28568214,0.111796975
Oval/Medial,Ncoa1,0.46679738,0.20952915,0.111676395
Oval/Medial,Kansl1,0.6432573,0.27844194,0.111515045
Oval/Medial,Prox1,0.15684454,0.07283755,0.111446045
Oval/Medial,Bcl11a,0.16681181,0.07545449,0.11083914
Oval/Medial,Dnajc6,0.42763275,0.19155948,0.11073956
Oval/Medial,Clmn,0.17250265,0.08225854,0.11071643
Oval/Medial,Adcy2,0.22408114,0.09569217,0.1107077
Oval/Medial,Scai,0.37931535,0.17559613,0.11037761
Oval/Medial,Sh3kbp1,0.33692083,0.15413721,0.11028148
Oval/Medial,Iqgap2,0.12733924,0.055478502,0.11017956
Oval/Medial,Vti1a,0.4312951,0.19304241,0.11013812
Oval/Medial,Robo1,2.0589075,0.63621855,0.11005032
Oval/Medial,Ankrd17,0.5710558,0.25017896,0.109891176
Oval/Medial,Sidt1,0.17304592,0.08304362,0.10919457
Oval/Medial,Wasf1,0.19834374,0.095866635,0.109056175
Oval/Medial,Ppm1h,0.2911306,0.136342,0.10889651
Oval/Medial,Palm2,0.25524542,0.12029143,0.10812837
Oval/Medial,Slc35f1,0.44178706,0.18850638,0.108097404
Oval/Medial,Shc3,0.18560931,0.08792858,0.10766725
Oval/Medial,Esrrg,0.30546877,0.13293998,0.10740276
Oval/Medial,Kif26b,0.23441894,0.108951345,0.10707547
Oval/Medial,Inpp5a,0.20294505,0.09918143,0.10705397
Oval/Medial,Aak1,0.57184994,0.2563724,0.10699314
Oval/Medial,E130307A14Rik,0.29195997,0.1379994,0.10681988
Oval/Medial,Glis3,0.12894194,0.05355941,0.106787704
Oval/Medial,Herc2,0.44132745,0.20377187,0.10647878
Oval/Medial,Mirg,0.34273598,0.15710308,0.10642761
Oval/Medial,Smyd3,0.5791288,0.24538125,0.106203824
Oval/Medial,Gfod1,0.15017052,0.073448166,0.106179714
Oval/Medial,Gphn,1.3001186,0.49678212,0.10614419
Oval/Medial,Pid1,0.23664793,0.10930027,0.10598382
Oval/Medial,Eml1,0.17708862,0.0854861,0.105923556
Oval/Medial,Fry,0.6822051,0.29396912,0.10588944
Oval/Medial,Sh3rf3,0.13591412,0.06498672,0.10584081
Oval/Medial,Ttc7b,0.29947188,0.14323328,0.10578209
Oval/Medial,Kcnmb2,0.26963335,0.11374907,0.10551298
Oval/Medial,Ssh2,0.5252941,0.23212208,0.10546675
Oval/Medial,Wipf3,0.13813297,0.06420164,0.10505367
Oval/Medial,Mical2,0.1513163,0.07309924,0.10503661
Oval/Medial,Pacsin1,0.41310462,0.19347857,0.105026335
Oval/Medial,Mllt10,0.43987384,0.20289956,0.10497573
Oval/Medial,Npas2,0.12273376,0.058095444,0.10481975
Oval/Medial,Map7,0.25583425,0.12177436,0.10459225
Oval/Medial,Pou2f1,0.29870144,0.14096527,0.104108796
Oval/Medial,Rnf130,0.26293695,0.12587424,0.10396503
Oval/Medial,Lrrfip1,0.24747153,0.12247221,0.10377021
Oval/Medial,Vps13b,0.6020842,0.25959995,0.103690684
Oval/Medial,Adcy9,0.19660501,0.09508155,0.10331659
Oval/Medial,Atp8a2,0.38026804,0.17114733,0.10303521
Oval/Medial,Peak1,0.21561,0.103281304,0.10264188
Oval/Medial,Ppp1r12b,0.3089038,0.14707147,0.102220565
Oval/Medial,Camkv,0.18372332,0.08914982,0.102138415
Oval/Medial,Dpp10,1.2329754,0.43816262,0.10191953
Oval/Medial,Mlip,0.111170374,0.053210486,0.101912186
Oval/Medial,Ralgapa2,0.5090874,0.22060753,0.101691306
Oval/Medial,Tcf12,0.5036998,0.22270109,0.10133657
Oval/Medial,Setd5,0.46135208,0.21232055,0.101040035
Oval/Medial,Fyn,0.28876615,0.1379994,0.10102901
Oval/Medial,Cpsf6,0.45749342,0.20970361,0.10092908
Oval/Medial,Tiam1,0.18342349,0.08757965,0.10086136
Oval/Medial,Bcas1,0.6521623,0.26343814,0.100731015
Oval/Medial,Tra2a,0.44074583,0.20429526,0.10070947
Oval/Medial,Dlg1,0.3447404,0.15989448,0.10045652
Oval/Medial,Nrg2,0.27211908,0.12814225,0.100230366
Oval/Medial,Scn8a,0.5240771,0.2343901,0.10010618
Oval/Medial,Stau2,0.44670904,0.20194001,0.09986973
Oval/Medial,Klhl29,0.6191582,0.25768086,0.099716246
Oval/Medial,Dock10,0.4335987,0.18309803,0.0996618
Oval/Medial,Abr,0.467693,0.21179716,0.09963673
Oval/Medial,Cask,0.38862735,0.17629398,0.099479556
Oval/Medial,Arhgap18,0.14205745,0.0690866,0.09934441
Oval/Medial,Cntn6,0.4662649,0.1935658,0.09927848
Oval/Medial,Garnl3,0.30853853,0.14532684,0.099203795
Oval/Medial,Large1,0.6507777,0.27094004,0.098967195
Oval/Medial,Rbm26,0.44994417,0.20761006,0.0988923
Oval/Medial,Vps13c,0.35599548,0.16730915,0.098603785
Oval/Medial,Maml3,0.26218635,0.115232006,0.09846647
Oval/Medial,Osbpl8,0.2901885,0.1382611,0.09837642
Oval/Medial,Tmem132d,0.11800513,0.05277433,0.0983087
Oval/Medial,Rbm39,0.75301874,0.32493627,0.09830594
Oval/Medial,Sncaip,0.13288227,0.0643761,0.09829529
Oval/Medial,Cpeb3,0.49643382,0.2193863,0.09827945
Oval/Medial,Dlgap4,0.27910066,0.13459738,0.09827371
Oval/Medial,Mef2a,0.46517837,0.21197163,0.09818238
Oval/Medial,Gtdc1,0.2701942,0.12404238,0.09790161
Oval/Medial,Pi4ka,0.46208674,0.21127377,0.097896844
